index,speaker,count
1172,928cc2ef,4
568,3ffa3457,4
1115,89e59d18,4
2024,f9af0887,4
1131,8c4854bc,4
650,4b25f620,4
565,3fb8c268,4
985,77ac58c5,4
600,43fc47a7,4
629,483e2a6f,4
46,079d1020,4
1046,80fe1dc7,4
48,07ad9b59,4
1059,82e7204d,4
1163,919d3c0e,4
664,4d9e07cf,4
1086,86b89661,4
549,3df9a3d4,4
2067,fe291fa9,4
821,62ef962d,3
1738,d55aa56c,3
1915,ed3c2d05,3
720,541120c7,3
290,2104392071,3
181,1659685150,3
1177,937390897,3
1005,7be9f58a,3
328,225920774,3
329,2275edbb,3
1180,93f30cc4,3
1171,927800987,3
585,421ed23f,3
71,0cd323ec,3
1922,eefd26f3,3
296,2114682518,3
1742,d5ca80c6,3
1110,892001330,3
303,2123570996,3
304,2125472936,3
309,2129470480,3
1749,d7529c0c,3
588,4254621e,3
1109,891999531,3
311,2131190666,3
723,551316026,3
313,2143985449,3
2036,fafe8101,3
1740,d57febf0,3
104,11099149,3
574,409714222,3
606,445789300,3
1472,aeb99b1c,3
1036,7ff085e1,3
1481,afbec28d,3
813,623691937,3
1194,96105282,3
626,479e64cc,3
19,026290a7,3
168,1544136214,3
344,24694eb6,3
345,247786014,3
336,233601088,3
1968,f216055e,3
1097,881567288,3
2052,fb9d6d23,3
1095,88053e92,3
705,529eda42,3
1970,f264e0df,3
350,24ed94ab,3
157,146d97db,3
1782,da7689f1,3
173,15d83b54,3
1101,884ae8e1,3
1192,9587481f,3
577,41285056,3
1510,b3bb4dd6,3
576,40b60ae9,3
871,694611773,3
1772,d9b50b8b,3
1505,b26343e9,3
337,234ab0fb,3
818,626e323f,3
338,238016822,3
1498,b17f5ba0,3
1497,b16f2d0d,3
1496,b15fc37d,3
1776,da15e796,3
1493,b1114e4f,3
895,6c2dd2d5,3
1489,b087aa0e,3
67,0c2ca723,3
192,173e6bbf,3
539,3c8836dc,3
1157,90b0b91a,3
228,199231711,3
1648,c6ca5d01,3
251,1b88bf70,3
90,105a0eea,3
1645,c68cf200,3
227,198584602,3
10,019fa366,3
226,19785c4e,3
1638,c5570933,3
225,1953034279,3
255,1bc45db9,3
256,1c1060b1,3
1699,ce7a8e92,3
1022,7e2d5caf,3
1632,c4cfbe43,3
224,1944030722,3
1629,c4500713,3
1628,c44d2a58,3
250,1b835b87,3
91,105e72bb,3
87,1028780533,3
833,64f83f0e,3
1680,cc3d1613,3
1681,cc554de3,3
1122,8a28231e,3
838,652b3da7,3
1669,caa7feaf,3
741,571275450,3
1665,ca48dc76,3
651,4b39347d,3
95,1069744512,3
1686,ccb1266b,3
246,1b459024,3
1660,c8db14a8,3
93,1064283897,3
1121,8a1c449e,3
1688,ccea893d,3
98,1092209077,3
230,1995cf9e,3
88,1035156532,3
221,190987356,3
1569,bbbf4fbd,3
269,1e412fac,3
866,690728394,3
1726,d31d8dd7,3
1727,d33df435,3
199,179847597,3
37,05cf43ef,3
1113,899529674,3
276,1fd85ee4,3
1112,89865a6f,3
1152,8fe52b97,3
78,0eb48e10,3
1153,8ff44869,3
279,20174140,3
77,0ea0e2f4,3
2060,fce65496,3
1455,ac899eb7,3
1155,90804775,3
287,208525704,3
594,436294034,3
728,556469931,3
85,1005594640,3
862,6846af18,3
1119,8a0457c9,3
1705,cf68fad2,3
1019,7dc50b88,3
217,190682718,3
855,673586351,3
100,1095491263,3
2034,facd97c0,3
1016,7d149b38,3
210,1887fe04,3
82,0f7dc557,3
605,445686566,3
1604,c0e0f834,3
209,1883652161,3
205,184960439,3
2035,fad7a69a,3
1013,7cbf645a,3
1597,c013fe4d,3
356,257e17e0,3
1098,881583a6,3
2019,f9273a21,3
681,5062859821,3
132,1299468493,3
547,3d9200b9,3
948,727092146,3
1245,9ba34294,3
790,5fc3ed24,3
131,1284329670,3
130,1276203341,3
950,72be9202,3
1073,850e2222,3
428,305776dd,3
786,5f47fdf9,3
1072,84bf12ff,3
784,5efb758c,3
1863,e62056e2,3
1864,e63b69c5,3
1071,84999496,3
679,5006572278,3
462,340310580,3
49,07c5129e,3
427,30368201,3
934,71904de3,3
685,5097115863,3
391,2a89ad5c,3
935,7192fddc,3
57,09ddc105,3
1381,a13e0a74,3
2011,f839238a,3
28,03c96658,3
135,1304767958,3
1837,e14d3db8,3
799,6094340e,3
1849,e41e41f7,3
1839,e2008f39,3
684,5093320195,3
407,2cf28b70,3
1084,86648261,3
632,48724485,3
418,2f0a410b,3
56,09bcdc9d,3
682,507870188,3
125,1240446866,3
466,347330299,3
1254,9d7036f9,3
519,39ec87ac,3
509,3903b558,3
510,395387919,3
513,39999a0f,3
543,3d3ddaf8,3
515,39a45230,3
516,39a6b995,3
969,757906339,3
1894,ea1f888c,3
1885,e900b652,3
1069,8442ea62,3
1887,e95c70e2,3
117,1212263007,3
527,3ac2e76f,3
1890,e9901cf0,3
529,3b8406c0,3
1891,e99d36c8,3
1271,9ff1b8b6,3
533,3bdf05d3,3
2005,f6617a86,3
503,3852fca2,3
502,3847619e,3
1264,9efe5140,3
1897,ead2934a,3
1870,e6e29c47,3
621,4634529e,3
475,357011102,3
124,1237313710,3
121,122704679,3
486,36746d7f,3
487,36de13e1,3
2006,f6af2457,3
2001,f632210f,3
490,377577537,3
1878,e7ebf59c,3
120,1224e4a7,3
494,37b03ab1,3
974,765587623,3
498,37e8db82,3
1263,9e6bb505,3
1984,f428ca69,3
797,6071a214,3
742,571c044e,3
1983,f3d06008,3
141,1323114146,3
108,1145359176,3
63,0b56bcfe,3
1218,98582fee,3
1978,f33660af,3
370,279297158,3
61,0b09edd3,3
148,1365dd89,3
1411,a591c2ea,3
920,6f689791,3
638,492297965,3
147,1364524938,3
7,014f9f65,3
387,298552117,3
1404,a4ca3afe,3
555,3ea77ede,3
154,1430746625,3
1226,99b05bcf,3
367,26e9ae6b,3
756,590750e8,3
1817,df038de4,3
699,51eefcc6,3
1212,97ae8b25,3
1396,a331d9cb,3
1211,97addd88,3
155,145347160,3
697,5195f0ec,3
1219,985961747,3
156,14587ff0,3
2014,f864cd4a,3
152,1415529430,3
1221,988e2f9a,3
374,27b9a84f,3
1040,802314253,3
696,5188de0d,3
2015,f875f965,3
1093,87c62767,3
1802,dca6b373,3
998,794cdfc5,3
687,50a8ef27,3
1813,de6eb27c,3
1975,f2dd248e,3
1444,ab5b211a,3
1094,87eff300,3
1875,e77d88fc,2
1809,de08912f,2
816,62605293,2
1872,e71b4ce6,2
1777,da1d320c,2
1876,e7d0eb3f,2
223,1942abd7,2
118,121876938,2
1808,de040337,2
1697,cdfbbe75,2
1679,cc2f1a85,2
158,14775481,2
1682,cc592808,2
162,151bfb79,2
1910,ec74a8a5,2
1799,dc75148d,2
233,19e246ad,2
834,65040d9b,2
166,1528225c,2
809,61e50f62,2
627,47d01978,2
1911,ec7d1151,2
1803,dcc012ec,2
231,199da2bf,2
234,19e98e89,2
806,61a9f72a,2
1912,ecbd8d66,2
1805,dce5041a,2
755,58df33b5,2
780,5e1b34a6,2
1695,cd911ace,2
1810,de41f895,2
1750,d7559b2d,2
1909,ec5ab5d5,2
1757,d874a786,2
613,44f68a83,2
180,1657c9fa,2
1734,d486fb84,2
1735,d4d898d7,2
1797,dc269564,2
103,10f2bb12,2
1107,890e4ee2,2
191,173ce2be,2
140,13199b79,2
1836,e14a99a5,2
183,1678e6f1,2
138,1310061555,2
1733,d430b3cc,2
1111,8931f494,2
800,611850050,2
1833,e102119e,2
1743,d6265c56,2
747,57b68383,2
1746,d71ad617,2
1918,ee483d85,2
611,44c201dd,2
1829,e0611c84,2
1923,ef2578c0,2
636,48bfde8e,2
769,5b1db3ee,2
177,1625acd8,2
2054,fbe51750,2
1926,efbc3952,2
99,1093c8e7,2
1707,cf8d91cf,2
174,15f04ff8,2
126,12529547,2
831,64574a99,2
5,0135f3f2,2
1713,d0f7bef5,2
1815,dec73123,2
1716,d107dc42,2
1771,d9ae8983,2
1859,e5afa9b0,2
1899,eb0857c0,2
750,5828dfa2,2
1900,eb3d8eb1,2
1723,d2eae23d,2
202,17cc40ee,2
1076,857366dd,2
1031,7f17667c,2
1725,d312f481,2
1730,d3badc9a,2
1091,87728a88,2
1030,7eee5973,2
1079,8601f33b,2
1732,d4082f3e,2
212,1890e5c3,2
274,1f3bece8,2
1677,cb802c63,2
375,27c30960,2
921,6f7724f5,2
923,6fca237d,2
657,4c4d2526,2
1223,99081f4d,2
32,0447d7c1,2
1412,a5b24175,2
986,77def3ee,2
1408,a527cb3c,2
1982,f3cee168,2
1405,a4e8a997,2
1402,a4baac4e,2
929,7096522d,2
689,50d1c8e3,2
1398,a3fc7884,2
1229,9a356ab9,2
1393,a2b16113,2
388,299c14b1,2
933,716757ce,2
1390,a24582a0,2
1389,a243fcc2,2
1231,9a43b64b,2
918,6f5b4d3d,2
1431,a996cf66,2
393,2ad772d6,2
1433,a9b574b3,2
341,23abe1c9,2
1966,f19d1738,2
44,070b49af,2
1480,afb9e62e,2
706,52bfbce8,2
899,6cb6eee7,2
1195,962f27eb,2
346,24ad3ebe,2
1002,7b2e879e,2
563,3f339c33,2
349,24c9f572,2
904,6d1dcca6,2
1001,7add4c5f,2
2017,f8ad3941,2
999,798f702a,2
1973,f2a90886,2
907,6dfff95a,2
1447,ab76ac76,2
911,6e8b9b7b,2
1213,97e0c576,2
656,4c432947,2
661,4ca37738,2
394,2aec99ec,2
1962,f174517e,2
1251,9d050657,2
458,338dacf5,2
459,33903159,2
465,34263ab3,2
469,34881b10,2
2007,f7879738,2
665,4def68db,2
1258,9dcfba4b,2
2071,ff63ab0b,2
674,4f8ef132,2
546,3d6bee47,2
484,365531e2,2
492,377e916b,2
2066,fe1916ba,2
672,4f5c0b28,2
2003,f63a6479,2
518,39dce8cc,2
970,75b631ff,2
542,3cfc6b3a,2
541,3cdecb0b,2
1270,9f869f70,2
528,3b7f817e,2
1253,9d4bab4f,2
452,33246bc2,2
396,2b42e7a2,2
953,73124b26,2
939,71bf8f48,2
662,4cb874bb,2
402,2c6446f7,2
403,2c6d3924,2
409,2d82a556,2
1989,f47d644e,2
412,2dcb6848,2
981,77655bdf,2
945,723efc4c,2
415,2e0d80f7,2
946,7257420c,2
425,3006c271,2
431,30aabd44,2
1243,9b5815cd,2
435,31270cb2,2
436,3143fdff,2
437,31583d30,2
1247,9beccfc8,2
1248,9c06a3f3,2
54,096456f9,2
1250,9ce7a419,2
66,0bde966a,2
1478,af8b2f2c,2
272,1ed557b9,2
1603,c0c701f1,2
2057,fc28c8d8,2
598,43b85b64,2
1017,7d5f87c8,2
1613,c205e625,2
1612,c1eebc0b,2
1146,8ec6dab6,2
1609,c1b7c224,2
265,1dce06e8,2
856,6794a793,2
1605,c0f8f4df,2
1601,c099668c,2
852,66cbe2b3,2
861,682e1687,2
1599,c08585c1,2
1594,bfb10243,2
1149,8f3f252c,2
1591,bf90a57a,2
81,0f7205ef,2
867,69086eb0,2
2025,f9af823e,2
535,3c165869,2
1582,be7fa0a3,2
1619,c2aeb59d,2
731,55d3725a,2
278,1ffd513b,2
1655,c7aaad67,2
238,1a5b9ca4,2
1673,caf1803e,2
603,44260689,2
1671,cae62f38,2
1028,7e843da8,2
839,653a48f5,2
242,1a9afd33,2
842,65c73b55,2
1126,8aa35b0c,2
1656,c84f9b5c,2
845,65d844fc,2
1137,8d5d076d,2
248,1b63157b,2
39,06076b6b,2
254,1bb6ed89,2
1023,7e4fa1d8,2
847,65f2531f,2
1637,c53b335a,2
2033,fac7deca,2
1631,c4a7a867,2
736,56cd307a,2
1135,8c888bbb,2
277,1fe4c891,2
1477,af7a8296,2
1575,bd11a2e7,2
1568,bbb2eb5b,2
1543,b80d6c5e,2
708,530306f5,2
1009,7c75a504,2
1538,b72e58c9,2
335,2335770e,2
73,0d393936,2
712,53578f4e,2
1169,924061663,2
1545,b843de62,2
1170,924c1a04,2
332,22aa3665,2
1528,b59fe16d,2
1527,b59fa113,2
1522,b52bd596,2
653,4bba14ce,2
68,0c2d2ffa,2
1165,91cdef62,2
74,0d53e045,2
1546,b84f83d2,2
300,2120045280,2
1156,9080f6d3,2
654,4beff0c5,2
591,42ccb57a,2
1563,bad64eac,2
590,42c6fff1,2
1550,b8b8cb52,2
75,0e17f595,2
1557,b9db6e42,2
1164,91bed2e0,2
2061,fce96bac,2
1958,f0ebef1b,2
1006,7bf801d1,2
2053,fbdc07bb,1
30,042186b8,1
2104,white,1
2002,f638a812,1
2028,f9f9751d,1
41,0616de09,1
8,01648c51,1
2004,f6581345,1
2093,running,1
2047,fb01a182,1
34,0487ba9b,1
29,03cf93b1,1
22,02fcd241,1
2012,f84762e5,1
79,0f250098,1
1925,efa16ffd,1
2010,f816db77,1
1924,ef2a3cfb,1
38,05d18852,1
2090,pink,1
1920,eee5e541,1
1919,ee4a907f,1
2049,fb2f3242,1
2008,f7b43563,1
70,0c5027de,1
1953,exercise,1
36,05b2db80,1
47,079dfce3,1
2023,f97e1fcd,1
776,5d0ab165,1
1884,e8e960fd,1
570,402e2977,1
1178,9385508d,1
1166,91d5933a,1
1140,8db999cf,1
1133,8c7c9168,1
1132,8c7b691a,1
1118,89f680f3,1
1116,89ed36ab,1
1108,8911b8d2,1
1106,88f8a99c,1
1104,88e90bc1,1
1100,8843b25f,1
609,44b9b0c1,1
1092,8781f4c1,1
1089,86fa2dcd,1
1075,8549f25d,1
1074,8523766b,1
1065,83f9c4ab,1
1063,837f7378,1
630,4845bb10,1
1055,826268f8,1
1051,82305c3a,1
1050,81dc4a94,1
1045,80f056c0,1
578,412c675c,1
1187,95218ce8,1
1883,e8d562ca,1
1188,95299b6c,1
493,37a3cd33,1
500,380abbad,1
530,3b852f6f,1
545,3d676310,1
1260,9e2ce5e3,1
1255,9d8ac38b,1
1249,9cde5de8,1
1241,9b3ea809,1
1237,9aa5439d,1
550,3dfd6c23,1
1230,9a3f97f8,1
1227,99e6cab8,1
554,3e7124ba,1
1210,9799379a,1
1206,9712cce0,1
1205,97101ef3,1
1202,96c88089,1
556,3eb8764c,1
557,3ec05c3d,1
561,3f170018,1
1193,95ba4996,1
1190,95458fae,1
567,3ff840aa,1
639,493392c6,1
1034,7fc74fbe,1
643,4a0e2c16,1
1024,7e556a2c,1
704,528f9242,1
903,6d0ad764,1
900,6cc28ce5,1
897,6c9223bd,1
892,6b81fead,1
714,538e1856,1
883,6a2fb9a5,1
716,53d5b86f,1
719,540d8427,1
726,5525ff66,1
846,65ec06e5,1
843,65d14087,1
837,651d108f,1
836,650daf8e,1
826,6366f61a,1
751,587f3271,1
820,627c0bec,1
754,589f8720,1
807,61bcb275,1
759,59b98a22,1
763,5a3712c9,1
787,5f814c23,1
772,5be23def,1
909,6e41a77e,1
912,6e916de8,1
913,6f1ffef6,1
668,4f086393,1
1021,7de97453,1
1020,7dc95912,1
1015,7cfb1618,1
1011,7ca023e2,1
1010,7c9b43f0,1
1004,7be5a0f3,1
1000,7ab5b8f7,1
995,78884794,1
988,78030270,1
987,77f185d3,1
973,76424fa5,1
917,6f3458b3,1
971,7625dcf7,1
671,4f2be90f,1
959,73dda36a,1
958,73cccfaf,1
957,73af0c50,1
954,7318280c,1
938,71aa5b54,1
686,50a7d406,1
693,512dc91a,1
694,5165cf0a,1
489,370932516,1
481,364c0853,1
474,3565ca83,1
1573,bca56796,1
1748,d750966e,1
189,172dc2b0,1
1744,d6360b32,1
1739,d571f9d7,1
208,187af8be,1
1715,d103dd6e,1
216,18c54a68,1
1706,cf87b736,1
1690,cd3331a6,1
241,1a892463,1
1659,c885a039,1
1652,c781f251,1
1651,c71e3acc,1
1646,c692524d,1
1639,c578beb0,1
1627,c392e01d,1
1625,c3538de1,1
1622,c2d74084,1
260,1cbcc7a7,1
1607,c103a2d5,1
1588,bf5d409d,1
1587,bf4af1af,1
1585,becd5a53,1
186,1700542692,1
184,16d41d07,1
1753,d7ca14ef,1
1823,doing,1
1871,e7117d00,1
1869,e6db3894,1
1865,e649aa92,1
1857,e57abea3,1
1852,e4a2cf79,1
1851,e48a80ed,1
133,129c7d8d,1
1843,e269bac0,1
137,130d9a87,1
1824,dude,1
144,1338a799,1
1754,d84829e0,1
151,140a0fdc,1
1811,de4f7798,1
164,152491bc,1
167,1538beb7,1
171,15c371c7,1
1781,da5dadb9,1
1769,d94eb94f,1
178,1626bc5a,1
1761,d8d12371,1
1755,d8521ea0,1
1577,bd2db1a5,1
1559,ba59cab3,1
471,34e8c726,1
1556,b9cccd01,1
1445,ab5d7179,1
773,5c237956,1
1439,aac5b7c1,1
1437,aa48c94a,1
1435,aa109cfb,1
368,270bfa52,1
1418,a7545b9f,1
1406,a50a98d2,1
1400,a42a88ff,1
389,29b81b73,1
392,2aa787cf,1
1384,a19452d5,1
1383,a16b3102,1
400,2be08ce4,1
410,2d92f18b,1
414,2df590cd,1
420,2f7915c4,1
423,300384f0,1
1347,README.md,1
449,329eab8a,1
457,338a40d6,1
467,3477fab6,1
470,34ba417a,1
1448,ab7b5acd,1
1449,ab81c9c8,1
357,2589f361,1
1501,b1edd209,1
1542,b7a6f709,1
1537,b71ebf79,1
318,214ccb20,1
1531,b6091c84,1
320,2167c2ed,1
1526,b575b5fb,1
322,2197f41c,1
323,21cbe292,1
1507,b2fbe484,1
1503,b21f0fa4,1
1499,b19f7f5f,1
1460,ad5aeec2,1
1491,b0c0197e,1
1490,b0bad4a9,1
339,238808563,1
1487,b01c8f61,1
340,238c112c,1
1483,afe0b87d,1
1475,af30314d,1
1470,ae82c78c,1
1466,adebe223,1
1464,ad9de4dd,1
1441,ab1299bb,1
